,imgPath,points
0,/media/drive/ibug/300W/02_Outdoor/outdoor_064.png,"[array([[ 1646.556,  1248.71 ],
       [ 1645.9  ,  1294.418],
       [ 1649.25 ,  1342.148],
       [ 1657.308,  1390.459],
       [ 1675.019,  1437.944],
       [ 1709.454,  1476.538],
       [ 1744.979,  1513.407],
       [ 1779.653,  1547.557],
       [ 1824.998,  1558.615],
       [ 1872.001,  1550.395],
       [ 1915.431,  1507.746],
       [ 1951.205,  1464.73 ],
       [ 1989.581,  1420.946],
       [ 2020.886,  1370.687],
       [ 2035.565,  1314.457],
       [ 2033.942,  1258.804],
       [ 2029.638,  1202.569],
       [ 1641.   ,  1187.   ],
       [ 1662.931,  1196.352],
       [ 1683.929,  1211.132],
       [ 1703.777,  1225.786],
       [ 1726.059,  1238.076],
       [ 1790.218,  1235.703],
       [ 1817.791,  1222.419],
       [ 1851.986,  1211.651],
       [ 1887.719,  1207.891],
       [ 1920.912,  1210.437],
       [ 1748.614,  1259.696],
       [ 1744.272,  1293.734],
       [ 1739.18 ,  1326.441],
       [ 1734.161,  1360.628],
       [ 1714.141,  1387.463],
       [ 1729.582,  1399.638],
       [ 1747.242,  1407.88 ],
       [ 1770.758,  1401.321],
       [ 1787.166,  1391.939],
       [ 1665.942,  1242.206],
       [ 1684.923,  1236.671],
       [ 1710.124,  1238.914],
       [ 1730.117,  1249.575],
       [ 1710.449,  1255.335],
       [ 1685.284,  1252.819],
       [ 1808.124,  1256.719],
       [ 1829.523,  1243.978],
       [ 1858.993,  1245.355],
       [ 1884.461,  1256.475],
       [ 1859.666,  1262.728],
       [ 1829.334,  1261.627],
       [ 1719.368,  1464.629],
       [ 1733.371,  1455.201],
       [ 1741.137,  1451.531],
       [ 1752.415,  1457.253],
       [ 1764.216,  1453.091],
       [ 1789.013,  1458.672],
       [ 1810.02 ,  1467.365],
       [ 1790.625,  1486.301],
       [ 1768.986,  1493.477],
       [ 1756.258,  1494.007],
       [ 1744.122,  1488.349],
       [ 1732.041,  1478.288],
       [ 1726.973,  1465.395],
       [ 1741.968,  1467.087],
       [ 1755.265,  1475.761],
       [ 1766.442,  1468.45 ],
       [ 1800.469,  1466.198],
       [ 1766.442,  1468.45 ],
       [ 1755.265,  1475.761],
       [ 1741.968,  1467.087]])]"
1,/media/drive/ibug/300W/02_Outdoor/outdoor_091.png,"[array([[ 624.   ,  232.618],
       [ 624.992,  267.377],
       [ 633.342,  298.395],
       [ 641.934,  331.227],
       [ 652.896,  360.196],
       [ 669.813,  384.313],
       [ 695.401,  405.583],
       [ 727.625,  420.513],
       [ 759.384,  424.795],
       [ 787.971,  420.283],
       [ 816.264,  410.862],
       [ 840.743,  391.798],
       [ 858.346,  367.271],
       [ 869.566,  335.782],
       [ 877.92 ,  296.036],
       [ 880.95 ,  259.27 ],
       [ 881.653,  219.443],
       [ 638.589,  200.566],
       [ 652.46 ,  187.816],
       [ 677.059,  188.052],
       [ 700.076,  195.745],
       [ 721.017,  204.124],
       [ 765.284,  200.148],
       [ 783.009,  187.025],
       [ 801.451,  180.   ],
       [ 820.144,  180.26 ],
       [ 840.063,  185.253],
       [ 743.001,  219.224],
       [ 743.671,  237.905],
       [ 745.049,  257.695],
       [ 745.617,  275.113],
       [ 723.896,  298.622],
       [ 737.964,  302.245],
       [ 751.183,  304.448],
       [ 764.581,  298.612],
       [ 776.408,  292.606],
       [ 656.318,  227.24 ],
       [ 670.464,  218.514],
       [ 691.743,  218.16 ],
       [ 711.1  ,  229.852],
       [ 692.836,  231.203],
       [ 671.308,  232.719],
       [ 777.831,  222.958],
       [ 793.274,  208.85 ],
       [ 811.87 ,  207.16 ],
       [ 829.901,  215.273],
       [ 812.104,  220.916],
       [ 793.962,  221.33 ],
       [ 705.776,  351.051],
       [ 723.063,  333.95 ],
       [ 737.431,  326.387],
       [ 752.001,  326.276],
       [ 767.971,  321.603],
       [ 789.126,  325.035],
       [ 801.228,  340.601],
       [ 791.56 ,  359.193],
       [ 773.184,  364.787],
       [ 755.699,  366.867],
       [ 739.113,  366.605],
       [ 724.949,  363.185],
       [ 720.699,  346.062],
       [ 738.408,  339.172],
       [ 753.499,  337.762],
       [ 769.328,  334.504],
       [ 786.312,  340.518],
       [ 770.137,  344.275],
       [ 753.705,  347.686],
       [ 738.594,  349.363]])]"
2,/media/drive/ibug/300W/02_Outdoor/outdoor_113.png,"[array([[  396.361,   989.451],
       [  390.814,  1021.177],
       [  389.   ,  1055.707],
       [  391.359,  1089.363],
       [  405.061,  1121.991],
       [  425.097,  1146.094],
       [  446.782,  1166.779],
       [  470.398,  1184.554],
       [  499.419,  1191.47 ],
       [  527.841,  1185.789],
       [  544.814,  1168.291],
       [  558.643,  1145.171],
       [  569.505,  1126.473],
       [  583.311,  1107.105],
       [  596.047,  1085.658],
       [  602.964,  1063.334],
       [  604.222,  1036.608],
       [  451.434,   994.168],
       [  474.426,   985.   ],
       [  496.532,   989.175],
       [  516.47 ,   999.31 ],
       [  534.532,  1009.883],
       [  558.258,  1012.481],
       [  574.183,  1007.258],
       [  588.745,  1004.012],
       [  600.168,  1002.739],
       [  609.81 ,  1003.046],
       [  543.791,  1021.222],
       [  544.129,  1038.558],
       [  544.851,  1055.798],
       [  545.032,  1073.651],
       [  505.882,  1073.539],
       [  521.352,  1081.967],
       [  535.126,  1089.205],
       [  547.448,  1085.859],
       [  557.359,  1081.604],
       [  468.166,  1009.828],
       [  483.553,  1009.11 ],
       [  497.392,  1011.018],
       [  507.551,  1019.305],
       [  496.091,  1016.922],
       [  482.337,  1014.738],
       [  556.666,  1024.846],
       [  569.471,  1019.296],
       [  581.686,  1021.492],
       [  592.263,  1025.928],
       [  580.906,  1027.493],
       [  568.939,  1025.854],
       [  463.545,  1091.222],
       [  486.048,  1088.82 ],
       [  509.691,  1095.18 ],
       [  520.813,  1098.444],
       [  532.092,  1098.806],
       [  545.813,  1099.1  ],
       [  559.263,  1098.805],
       [  539.147,  1131.118],
       [  521.067,  1142.996],
       [  508.697,  1143.675],
       [  495.923,  1140.914],
       [  473.246,  1130.472],
       [  466.977,  1095.207],
       [  508.424,  1098.545],
       [  519.919,  1101.205],
       [  530.964,  1101.641],
       [  552.83 ,  1102.018],
       [  524.753,  1129.176],
       [  512.397,  1131.259],
       [  500.377,  1129.025]])]"
3,/media/drive/ibug/300W/02_Outdoor/outdoor_141.png,"[array([[  740.422,   917.266],
       [  737.514,   930.405],
       [  735.14 ,   944.528],
       [  735.   ,   959.176],
       [  739.98 ,   971.705],
       [  749.12 ,   983.238],
       [  759.485,   992.986],
       [  771.525,   999.863],
       [  784.826,  1003.786],
       [  798.064,  1004.538],
       [  809.59 ,  1001.782],
       [  820.023,   993.896],
       [  827.331,   984.597],
       [  832.848,   974.723],
       [  836.256,   963.402],
       [  838.9  ,   953.398],
       [  841.574,   942.388],
       [  763.488,   909.419],
       [  771.765,   905.   ],
       [  782.413,   906.769],
       [  792.337,   910.441],
       [  800.496,   913.617],
       [  812.282,   919.081],
       [  819.539,   918.275],
       [  826.797,   917.871],
       [  834.3  ,   918.369],
       [  840.11 ,   922.424],
       [  804.483,   923.234],
       [  803.379,   931.477],
       [  802.639,   939.209],
       [  801.443,   947.384],
       [  782.477,   948.439],
       [  790.19 ,   953.248],
       [  797.095,   956.885],
       [  804.606,   956.611],
       [  810.485,   956.032],
       [  767.263,   918.091],
       [  775.031,   919.167],
       [  783.001,   921.859],
       [  790.612,   926.507],
       [  781.233,   926.483],
       [  773.085,   923.956],
       [  809.686,   930.861],
       [  818.277,   930.271],
       [  824.823,   931.955],
       [  831.262,   935.81 ],
       [  823.249,   936.181],
       [  817.021,   934.373],
       [  762.182,   960.58 ],
       [  775.417,   959.547],
       [  787.217,   960.502],
       [  791.994,   963.089],
       [  798.461,   963.797],
       [  808.113,   968.004],
       [  815.248,   973.487],
       [  804.957,   981.743],
       [  793.481,   982.066],
       [  787.162,   980.408],
       [  781.236,   980.191],
       [  769.491,   975.405],
       [  765.969,   961.68 ],
       [  786.523,   962.738],
       [  791.483,   964.872],
       [  797.938,   965.195],
       [  811.732,   972.882],
       [  794.403,   977.854],
       [  788.355,   976.969],
       [  781.99 ,   975.849]])]"
4,/media/drive/ibug/300W/02_Outdoor/outdoor_012.png,"[array([[ 1638.318,   238.34 ],
       [ 1634.076,   247.504],
       [ 1633.271,   257.257],
       [ 1632.867,   267.131],
       [ 1632.   ,   279.485],
       [ 1632.439,   291.692],
       [ 1634.903,   304.322],
       [ 1640.178,   314.478],
       [ 1649.661,   322.481],
       [ 1664.397,   324.114],
       [ 1680.27 ,   322.756],
       [ 1693.519,   317.318],
       [ 1703.998,   307.497],
       [ 1711.695,   297.34 ],
       [ 1717.248,   285.261],
       [ 1722.91 ,   271.395],
       [ 1728.175,   259.334],
       [ 1642.035,   235.323],
       [ 1649.563,   234.   ],
       [ 1656.417,   237.041],
       [ 1662.14 ,   241.337],
       [ 1668.654,   244.608],
       [ 1680.288,   247.449],
       [ 1687.446,   246.384],
       [ 1696.275,   247.899],
       [ 1703.553,   252.241],
       [ 1710.638,   257.163],
       [ 1671.064,   250.981],
       [ 1668.7  ,   257.23 ],
       [ 1666.094,   263.545],
       [ 1663.024,   270.495],
       [ 1654.24 ,   272.591],
       [ 1657.609,   274.717],
       [ 1661.567,   276.876],
       [ 1667.58 ,   278.43 ],
       [ 1672.666,   279.309],
       [ 1648.863,   243.606],
       [ 1654.1  ,   242.667],
       [ 1660.164,   245.553],
       [ 1663.718,   249.706],
       [ 1658.7  ,   248.588],
       [ 1653.031,   247.235],
       [ 1685.611,   254.004],
       [ 1690.511,   253.481],
       [ 1696.092,   256.065],
       [ 1700.375,   258.787],
       [ 1695.228,   258.826],
       [ 1689.144,   257.3  ],
       [ 1647.108,   287.929],
       [ 1651.72 ,   284.395],
       [ 1656.117,   284.17 ],
       [ 1658.993,   286.529],
       [ 1662.85 ,   286.841],
       [ 1667.617,   290.454],
       [ 1672.805,   296.092],
       [ 1665.352,   297.582],
       [ 1660.264,   297.555],
       [ 1655.931,   296.463],
       [ 1652.146,   294.203],
       [ 1649.47 ,   291.63 ],
       [ 1649.586,   288.109],
       [ 1654.821,   287.275],
       [ 1658.006,   289.354],
       [ 1661.875,   290.135],
       [ 1670.125,   295.37 ],
       [ 1661.875,   290.135],
       [ 1658.006,   289.354],
       [ 1654.821,   287.275]])]"
5,/media/drive/ibug/300W/02_Outdoor/outdoor_168.png,"[array([[ 1750.763,   301.7  ],
       [ 1749.498,   316.218],
       [ 1751.044,   331.086],
       [ 1753.885,   344.343],
       [ 1759.19 ,   361.51 ],
       [ 1768.474,   373.029],
       [ 1776.901,   385.644],
       [ 1790.1  ,   395.817],
       [ 1807.266,   394.798],
       [ 1823.495,   388.962],
       [ 1840.581,   376.547],
       [ 1856.855,   364.395],
       [ 1870.439,   351.534],
       [ 1878.812,   336.531],
       [ 1880.543,   317.007],
       [ 1880.99 ,   299.865],
       [ 1881.903,   283.673],
       [ 1748.   ,   274.23 ],
       [ 1753.489,   266.785],
       [ 1763.69 ,   263.641],
       [ 1773.429,   265.868],
       [ 1782.479,   269.806],
       [ 1801.744,   266.389],
       [ 1813.219,   261.151],
       [ 1826.22 ,   259.   ],
       [ 1836.996,   262.996],
       [ 1846.34 ,   268.381],
       [ 1790.75 ,   292.328],
       [ 1788.984,   299.999],
       [ 1786.893,   306.383],
       [ 1784.594,   314.304],
       [ 1770.947,   329.953],
       [ 1778.217,   333.047],
       [ 1785.952,   334.284],
       [ 1798.481,   331.036],
       [ 1809.692,   329.162],
       [ 1752.988,   295.524],
       [ 1760.705,   293.606],
       [ 1771.008,   292.537],
       [ 1780.661,   290.973],
       [ 1770.972,   295.747],
       [ 1760.905,   296.773],
       [ 1810.905,   292.331],
       [ 1821.897,   288.878],
       [ 1831.903,   288.656],
       [ 1841.547,   288.773],
       [ 1832.373,   292.355],
       [ 1821.97 ,   292.609],
       [ 1766.679,   354.463],
       [ 1772.005,   346.585],
       [ 1779.422,   344.052],
       [ 1786.19 ,   346.211],
       [ 1795.05 ,   344.43 ],
       [ 1806.039,   347.196],
       [ 1816.264,   354.648],
       [ 1806.397,   364.526],
       [ 1795.741,   367.293],
       [ 1786.577,   367.873],
       [ 1778.565,   367.775],
       [ 1771.398,   366.599],
       [ 1770.54 ,   354.155],
       [ 1779.241,   354.4  ],
       [ 1786.291,   354.112],
       [ 1794.938,   353.972],
       [ 1810.141,   354.772],
       [ 1794.938,   353.972],
       [ 1786.291,   354.112],
       [ 1779.241,   354.4  ]])]"
6,/media/drive/ibug/300W/02_Outdoor/outdoor_220.png,"[array([[ 358.   ,   55.503],
       [ 358.535,   64.342],
       [ 358.46 ,   73.74 ],
       [ 360.598,   83.77 ],
       [ 365.407,   92.824],
       [ 372.608,   99.704],
       [ 380.674,  104.387],
       [ 389.818,  107.765],
       [ 398.504,  108.887],
       [ 407.918,  106.217],
       [ 415.024,  100.888],
       [ 420.502,   93.708],
       [ 425.905,   87.268],
       [ 427.681,   78.016],
       [ 427.681,   68.763],
       [ 427.755,   59.828],
       [ 427.839,   50.988],
       [ 365.431,   52.553],
       [ 368.089,   46.367],
       [ 374.091,   44.929],
       [ 381.419,   45.892],
       [ 387.341,   47.668],
       [ 403.21 ,   48.2  ],
       [ 408.778,   44.595],
       [ 415.448,   42.275],
       [ 421.031,   43.   ],
       [ 423.912,   46.734],
       [ 396.889,   53.812],
       [ 397.482,   59.659],
       [ 397.556,   64.84 ],
       [ 398.074,   71.132],
       [ 387.867,   75.11 ],
       [ 393.333,   76.455],
       [ 398.37 ,   76.387],
       [ 402.441,   75.425],
       [ 406.364,   73.353],
       [ 372.584,   57.243],
       [ 377.874,   54.219],
       [ 383.149,   53.947],
       [ 387.415,   55.81 ],
       [ 382.974,   57.29 ],
       [ 377.644,   57.735],
       [ 404.439,   54.922],
       [ 410.463,   52.516],
       [ 416.119,   53.023],
       [ 421.184,   55.404],
       [ 416.2  ,   55.964],
       [ 410.13 ,   55.619],
       [ 382.974,   86.232],
       [ 390.371,   84.52 ],
       [ 394.428,   83.34 ],
       [ 397.738,   83.989],
       [ 401.662,   83.418],
       [ 407.242,   84.093],
       [ 412.962,   84.376],
       [ 407.006,   89.407],
       [ 402.077,   91.1  ],
       [ 397.947,   91.677],
       [ 394.386,   91.525],
       [ 390.19 ,   89.385],
       [ 385.49 ,   86.01 ],
       [ 394.518,   86.018],
       [ 397.73 ,   86.098],
       [ 401.678,   85.789],
       [ 410.182,   85.053],
       [ 401.678,   85.789],
       [ 397.73 ,   86.098],
       [ 394.518,   86.018]])]"
7,/media/drive/ibug/300W/02_Outdoor/outdoor_184.png,"[array([[ 352.426,  227.967],
       [ 351.406,  244.942],
       [ 350.032,  263.109],
       [ 350.   ,  278.712],
       [ 351.943,  295.03 ],
       [ 356.845,  311.058],
       [ 361.543,  324.585],
       [ 369.139,  338.018],
       [ 382.554,  345.91 ],
       [ 403.793,  348.098],
       [ 423.873,  342.564],
       [ 442.973,  332.694],
       [ 454.256,  315.746],
       [ 462.339,  298.145],
       [ 469.495,  280.265],
       [ 477.048,  262.249],
       [ 483.524,  242.287],
       [ 362.197,  203.959],
       [ 369.565,  197.   ],
       [ 380.048,  197.922],
       [ 388.757,  203.011],
       [ 394.826,  210.714],
       [ 413.113,  210.871],
       [ 427.123,  209.076],
       [ 441.799,  213.056],
       [ 453.665,  220.423],
       [ 459.871,  231.368],
       [ 400.41 ,  226.349],
       [ 397.618,  236.747],
       [ 394.505,  247.371],
       [ 391.536,  257.949],
       [ 377.116,  268.478],
       [ 383.659,  272.884],
       [ 390.338,  275.681],
       [ 399.584,  275.801],
       [ 408.638,  275.35 ],
       [ 366.867,  224.948],
       [ 374.839,  221.513],
       [ 383.548,  224.054],
       [ 389.756,  231.672],
       [ 381.728,  232.16 ],
       [ 372.028,  230.183],
       [ 415.23 ,  237.308],
       [ 425.36 ,  232.8  ],
       [ 434.715,  235.733],
       [ 441.781,  241.631],
       [ 433.935,  242.908],
       [ 423.711,  242.059],
       [ 366.19 ,  288.007],
       [ 373.677,  282.39 ],
       [ 383.294,  282.951],
       [ 390.001,  285.721],
       [ 398.382,  286.61 ],
       [ 413.997,  292.535],
       [ 424.969,  300.767],
       [ 410.327,  318.987],
       [ 394.058,  322.492],
       [ 385.475,  320.626],
       [ 377.793,  316.775],
       [ 369.914,  305.999],
       [ 370.16 ,  289.683],
       [ 382.383,  288.266],
       [ 389.099,  290.138],
       [ 397.714,  291.546],
       [ 422.313,  301.798],
       [ 395.028,  313.907],
       [ 386.522,  312.135],
       [ 379.229,  309.662]])]"
8,/media/drive/ibug/300W/02_Outdoor/outdoor_006.png,"[array([[ 164.   ,  170.903],
       [ 167.005,  189.504],
       [ 170.737,  211.775],
       [ 178.852,  234.329],
       [ 190.674,  251.718],
       [ 205.096,  265.316],
       [ 222.972,  275.715],
       [ 241.79 ,  285.033],
       [ 262.88 ,  284.809],
       [ 285.552,  279.041],
       [ 300.855,  266.791],
       [ 314.407,  250.411],
       [ 324.37 ,  231.519],
       [ 326.925,  215.035],
       [ 327.66 ,  195.083],
       [ 327.614,  172.951],
       [ 326.169,  150.908],
       [ 184.215,  148.547],
       [ 190.169,  139.328],
       [ 203.698,  132.133],
       [ 222.081,  132.732],
       [ 238.512,  137.307],
       [ 260.797,  132.318],
       [ 272.42 ,  124.163],
       [ 286.844,  122.   ],
       [ 301.971,  126.218],
       [ 310.211,  140.169],
       [ 248.225,  150.62 ],
       [ 249.699,  163.915],
       [ 251.185,  177.264],
       [ 252.691,  189.057],
       [ 236.575,  204.869],
       [ 246.323,  205.817],
       [ 255.127,  205.524],
       [ 263.945,  203.428],
       [ 270.672,  200.063],
       [ 199.459,  159.423],
       [ 208.896,  152.672],
       [ 219.516,  151.129],
       [ 228.451,  157.073],
       [ 220.479,  162.196],
       [ 208.983,  162.287],
       [ 267.964,  151.513],
       [ 277.927,  143.022],
       [ 289.46 ,  142.443],
       [ 297.881,  147.037],
       [ 289.78 ,  153.435],
       [ 278.957,  152.581],
       [ 227.188,  237.949],
       [ 237.785,  230.243],
       [ 247.159,  227.592],
       [ 256.962,  228.309],
       [ 266.649,  224.996],
       [ 277.671,  226.144],
       [ 289.541,  228.527],
       [ 279.955,  237.527],
       [ 268.909,  242.063],
       [ 259.408,  244.082],
       [ 250.655,  244.651],
       [ 239.195,  242.337],
       [ 231.105,  237.327],
       [ 248.636,  233.871],
       [ 257.529,  232.796],
       [ 266.831,  231.129],
       [ 284.806,  229.012],
       [ 267.197,  232.92 ],
       [ 258.02 ,  235.244],
       [ 249.071,  236.008]])]"
9,/media/drive/ibug/300W/02_Outdoor/outdoor_030.png,"[array([[  949.   ,   238.   ],
       [  954.413,   305.205],
       [  969.1  ,   366.469],
       [  987.728,   426.281],
       [ 1015.166,   483.729],
       [ 1044.27 ,   528.372],
       [ 1088.48 ,   564.347],
       [ 1141.851,   590.834],
       [ 1205.934,   596.26 ],
       [ 1250.337,   582.964],
       [ 1282.225,   548.325],
       [ 1310.131,   499.785],
       [ 1330.946,   449.188],
       [ 1341.834,   393.147],
       [ 1354.963,   318.853],
       [ 1361.602,   260.137],
       [ 1359.553,   202.799],
       [ 1013.676,   261.477],
       [ 1047.706,   236.987],
       [ 1099.512,   235.261],
       [ 1151.155,   247.469],
       [ 1189.874,   264.058],
       [ 1234.055,   257.718],
       [ 1265.089,   236.786],
       [ 1296.765,   221.829],
       [ 1328.788,   212.718],
       [ 1355.004,   208.   ],
       [ 1214.354,   287.841],
       [ 1216.446,   328.818],
       [ 1219.201,   365.328],
       [ 1221.601,   403.948],
       [ 1157.261,   398.611],
       [ 1187.299,   413.63 ],
       [ 1221.565,   422.721],
       [ 1243.746,   410.973],
       [ 1257.882,   390.026],
       [ 1072.586,   299.209],
       [ 1105.231,   294.566],
       [ 1133.419,   291.995],
       [ 1161.085,   302.362],
       [ 1133.628,   302.478],
       [ 1104.621,   304.541],
       [ 1255.588,   284.233],
       [ 1277.186,   275.866],
       [ 1300.978,   273.436],
       [ 1322.511,   270.914],
       [ 1302.043,   283.326],
       [ 1278.133,   285.635],
       [ 1136.195,   452.767],
       [ 1170.209,   452.634],
       [ 1191.924,   452.143],
       [ 1212.164,   453.957],
       [ 1228.234,   450.022],
       [ 1244.431,   449.559],
       [ 1267.994,   446.934],
       [ 1245.691,   461.31 ],
       [ 1230.359,   473.365],
       [ 1212.901,   480.026],
       [ 1192.324,   479.564],
       [ 1170.27 ,   474.275],
       [ 1149.116,   455.48 ],
       [ 1191.459,   460.735],
       [ 1212.451,   460.593],
       [ 1228.915,   457.326],
       [ 1254.455,   448.477],
       [ 1228.915,   457.326],
       [ 1212.451,   460.593],
       [ 1191.459,   460.735]])]"
